param#0 	 param#1 	 dist 	  wgt 
0.288800 	-0.796819 	33.640945 	0.010941 	
0.199467 	-1.136847 	34.768387 	0.013646 	
0.460986 	-1.508128 	38.631569 	0.007880 	
0.361351 	-1.024174 	41.482347 	0.011022 	
0.603716 	-1.244934 	38.082717 	0.018713 	
0.530424 	-1.896195 	40.450008 	0.004507 	
0.544940 	-2.160594 	32.775611 	0.002752 	
0.384836 	-1.725937 	30.030349 	0.007322 	
0.120800 	-0.583734 	11.534067 	0.010149 	
0.115308 	-0.777485 	27.903205 	0.012857 	
0.575496 	-2.206154 	24.545453 	0.002378 	
0.435556 	-1.620922 	39.322297 	0.007082 	
0.410826 	-0.983096 	31.493226 	0.012608 	
0.394150 	-1.014138 	35.448925 	0.011756 	
0.309437 	-1.299461 	26.155957 	0.010335 	
0.084009 	-0.687804 	37.869742 	0.012667 	
0.310728 	-1.116982 	26.531687 	0.010497 	
0.215547 	-0.521167 	34.239616 	0.009829 	
0.137762 	-0.929489 	21.798246 	0.014244 	
0.342574 	-0.781634 	32.999090 	0.012239 	
0.278154 	-1.130179 	22.950973 	0.010913 	
0.385045 	-1.054921 	20.881887 	0.011186 	
0.443594 	-1.119725 	35.585003 	0.011930 	
0.201112 	-0.824872 	21.550983 	0.011012 	
0.393346 	-1.297634 	39.400999 	0.009470 	
0.571665 	-1.529644 	37.328020 	0.009084 	
0.407460 	-1.325245 	37.152489 	0.009294 	
0.491538 	-1.509717 	36.172959 	0.008019 	
0.357003 	-1.917124 	26.604399 	0.007512 	
0.497895 	-1.382294 	27.097838 	0.009675 	
0.165962 	-0.848707 	33.857859 	0.011972 	
0.324954 	-1.097568 	29.195123 	0.010470 	
0.636056 	-2.122338 	41.309885 	0.002817 	
0.368026 	-1.187888 	28.713956 	0.010103 	
0.084333 	-0.563942 	36.611765 	0.010642 	
0.353127 	-1.140331 	24.414672 	0.010314 	
0.480930 	-2.084990 	34.175768 	0.003701 	
0.359929 	-1.414984 	22.918508 	0.009118 	
0.519411 	-1.199634 	33.249567 	0.013662 	
0.104568 	-0.816758 	41.065101 	0.014081 	
0.499605 	-1.278317 	31.329564 	0.011301 	
0.367098 	-1.094219 	35.353218 	0.010648 	
0.216084 	-0.521671 	38.058381 	0.009838 	
0.536494 	-1.725594 	35.999628 	0.006002 	
0.442401 	-2.043567 	38.750015 	0.004497 	
0.391758 	-1.280637 	38.022665 	0.009581 	
0.263439 	-1.265534 	33.518159 	0.011641 	
0.359321 	-0.880551 	31.422695 	0.011999 	
0.189667 	-0.817488 	40.334680 	0.011144 	
0.167957 	-0.783357 	30.491493 	0.011281 	
0.563518 	-1.231145 	41.337905 	0.015625 	
0.022192 	-0.650652 	33.132761 	0.015446 	
0.170003 	-0.631084 	40.646504 	0.010053 	
0.237308 	-0.787371 	19.972182 	0.010594 	
0.357546 	-1.364308 	40.250646 	0.009345 	
0.207560 	-0.794880 	30.553151 	0.010764 	
0.370604 	-1.768086 	18.573938 	0.007541 	
0.473807 	-1.508206 	25.785966 	0.007922 	
0.302668 	-0.937590 	22.025369 	0.010807 	
0.181298 	-0.844707 	41.515699 	0.011529 	
0.394519 	-1.386054 	33.806842 	0.008907 	
0.147697 	-0.805896 	34.472701 	0.012052 	
0.488121 	-1.101527 	37.825355 	0.014106 	
0.491958 	-1.200826 	38.876952 	0.012368 	
0.223361 	-0.642115 	32.075225 	0.010179 	
0.297835 	-1.289069 	34.698222 	0.010616 	
0.262073 	-1.061157 	17.516616 	0.011619 	
0.520127 	-1.706532 	34.390678 	0.006184 	
0.059271 	-0.566303 	25.028724 	0.010835 	
0.585012 	-1.432352 	33.748194 	0.011800 	
0.520096 	-1.964675 	29.646294 	0.003843 	
0.005965 	-0.643376 	34.423741 	0.014209 	
0.466807 	-1.859090 	34.987484 	0.005027 	
0.333947 	-1.425559 	33.299245 	0.009881 	
0.459786 	-0.906027 	25.511093 	0.018463 	
0.443017 	-1.251057 	34.966464 	0.011095 	
0.121806 	-0.777261 	29.974519 	0.012308 	
0.322046 	-1.154337 	22.520353 	0.011026 	
0.307975 	-0.674846 	29.694619 	0.013386 	
0.283525 	-0.941980 	26.952262 	0.011615 	
0.453069 	-1.276600 	35.343768 	0.010936 	
0.244165 	-0.696567 	34.007514 	0.011512 	
0.291836 	-0.713924 	34.769451 	0.012568 	
0.190374 	-0.732529 	15.668040 	0.011128 	
0.503364 	-1.823876 	37.928140 	0.005063 	
0.292186 	-1.023415 	35.146711 	0.011470 	
0.240689 	-0.844150 	20.255904 	0.011496 	
0.427979 	-1.743303 	34.522419 	0.006348 	
0.334515 	-1.115049 	34.259329 	0.011196 	
0.330696 	-0.865815 	28.279587 	0.012683 	
0.356318 	-0.974974 	33.426697 	0.012415 	
0.172074 	-0.954399 	25.361191 	0.012898 	
0.443805 	-1.281356 	29.637489 	0.010715 	
0.483496 	-2.081372 	35.682297 	0.003337 	
0.095424 	-0.729588 	29.023374 	0.012362 	
0.288156 	-0.671115 	35.815688 	0.012683 	
0.496390 	-2.228601 	35.311596 	0.002411 	
0.566821 	-2.355292 	24.925737 	0.001443 	
0.454288 	-1.885454 	19.482254 	0.004968 	
0.369421 	-0.898827 	32.697484 	0.013557 	
0.286939 	-1.164385 	33.925583 	0.011307 	
0.300396 	-1.269465 	34.981076 	0.010967 	
0.463497 	-1.191940 	30.244408 	0.012481 	
0.591697 	-2.168416 	36.636107 	0.002247 	
0.260497 	-1.356194 	34.684988 	0.012179 	
0.359567 	-0.837709 	36.645720 	0.013890 	
0.612498 	-1.850439 	21.482863 	0.004996 	
0.127086 	-0.846940 	26.164621 	0.013060 	
0.291639 	-1.133995 	31.507649 	0.011284 	
0.071124 	-0.601322 	28.916798 	0.011100 	
0.210490 	-0.880522 	30.010098 	0.011681 	
0.435571 	-1.288791 	32.097550 	0.010507 	
0.347706 	-1.361180 	30.544276 	0.009923 	
0.447773 	-1.287907 	27.909749 	0.010694 	
0.255099 	-0.595062 	35.495808 	0.011961 	
0.467943 	-1.151471 	35.905694 	0.013355 	
0.485915 	-1.327758 	26.880217 	0.010845 	
0.603097 	-1.205524 	32.648062 	0.020879 	
0.162544 	-0.965319 	36.601256 	0.013318 	
0.256509 	-1.153121 	27.765497 	0.011846 	
0.167406 	-0.861570 	34.973733 	0.012172 	
0.517136 	-1.156844 	36.523766 	0.015611 	
0.378349 	-0.858908 	30.856385 	0.014416 	
0.588941 	-1.717950 	31.452358 	0.006505 	
0.428588 	-1.975959 	35.470992 	0.004736 	
0.654939 	-1.988040 	31.856961 	0.003753 	
0.224200 	-1.104436 	37.836506 	0.012487 	
0.212188 	-0.942780 	36.615160 	0.011941 	
0.323101 	-1.197365 	36.728025 	0.010861 	
0.306951 	-1.224430 	30.044200 	0.010945 	
0.260540 	-0.932117 	25.117795 	0.011568 	
0.376531 	-1.302661 	36.144111 	0.010057 	
0.639739 	-2.593434 	37.779905 	0.000603 	
0.141129 	-0.761397 	36.249975 	0.011732 	
0.268275 	-0.518030 	31.879359 	0.012767 	
0.251814 	-0.720349 	29.828467 	0.011618 	
0.263497 	-1.094544 	31.666931 	0.011632 	
0.546934 	-2.486173 	16.556945 	0.001101 	
0.483224 	-1.697987 	25.524025 	0.006286 	
0.479092 	-2.392899 	23.065801 	0.001867 	
0.339000 	-1.255761 	28.804102 	0.010506 	
0.371361 	-1.047007 	21.827584 	0.012075 	
0.543252 	-1.508746 	29.401927 	0.009055 	
0.199217 	-0.700665 	37.604461 	0.011028 	
0.026419 	-0.372829 	34.772796 	0.008736 	
0.276945 	-1.267997 	38.074722 	0.011497 	
0.569585 	-2.408058 	35.940752 	0.001247 	
0.349305 	-0.826516 	29.226069 	0.013617 	
0.221423 	-0.898279 	29.903777 	0.011659 	
0.283001 	-1.046728 	35.509478 	0.011453 	
0.586770 	-1.612081 	29.010073 	0.008130 	
0.389885 	-1.759174 	33.951197 	0.006904 	
0.428434 	-1.099970 	22.672394 	0.012854 	
0.093758 	-0.562248 	31.751744 	0.010304 	
0.389820 	-1.531673 	29.309552 	0.008377 	
0.440042 	-1.586204 	17.403302 	0.007496 	
0.374186 	-1.105607 	36.950006 	0.011592 	
0.443186 	-1.087952 	31.722337 	0.013551 	
0.330312 	-1.212683 	37.988379 	0.010754 	
0.444987 	-1.538127 	26.318093 	0.007916 	
0.473841 	-1.471129 	32.678965 	0.008696 	
0.370159 	-2.053676 	38.083557 	0.005714 	
0.317546 	-0.898820 	25.976411 	0.012175 	
0.399637 	-1.836014 	27.163342 	0.006204 	
0.585403 	-2.052676 	24.831395 	0.003013 	
0.253232 	-1.092917 	31.586830 	0.011791 	
0.467825 	-1.031312 	34.358921 	0.015700 	
0.429644 	-1.658918 	23.788583 	0.007397 	
0.298608 	-1.168079 	32.017663 	0.011172 	
0.288338 	-1.345276 	33.584664 	0.011876 	
0.254552 	-0.969792 	22.559801 	0.011509 	
0.514771 	-2.173578 	27.439459 	0.003119 	
0.142009 	-0.775616 	20.933510 	0.012547 	
0.320226 	-1.291387 	27.455447 	0.010756 	
0.304187 	-1.435264 	30.392318 	0.011476 	
0.527555 	-2.031364 	19.258062 	0.003821 	
0.515675 	-2.453031 	21.709925 	0.001834 	
0.102128 	-0.673034 	28.608509 	0.012426 	
0.145131 	-0.734299 	31.802632 	0.011944 	
0.169807 	-0.641588 	29.214624 	0.010734 	
0.144968 	-0.543004 	34.202520 	0.010184 	
0.161728 	-0.831110 	29.849434 	0.012591 	
0.272676 	-0.682581 	27.466689 	0.011589 	
0.172010 	-0.550198 	21.538622 	0.010210 	
0.015656 	-0.481708 	21.837689 	0.012216 	
0.353246 	-1.416262 	31.268962 	0.009857 	
0.411982 	-0.832005 	32.938912 	0.016239 	
0.318100 	-1.568766 	30.584977 	0.011122 	
0.232232 	-0.972827 	31.874626 	0.011904 	
0.374541 	-1.558139 	23.642836 	0.008972 	
0.273967 	-0.704680 	21.172398 	0.011557 	
0.451790 	-1.416920 	24.339781 	0.009119 	
0.397703 	-1.531572 	19.035397 	0.008588 	
0.329847 	-1.092295 	32.335813 	0.010986 	
0.413876 	-1.425492 	34.653584 	0.009027 	
0.634203 	-1.739979 	33.322294 	0.007273 	
0.231246 	-0.839063 	34.931792 	0.011326 	
0.402215 	-1.493061 	24.598573 	0.008718 	
0.342822 	-1.154146 	32.044759 	0.010752 	
0.423077 	-1.024336 	33.839458 	0.013380 	
0.320603 	-1.069530 	30.185139 	0.011060 	
0.386524 	-1.131458 	31.790839 	0.011135 	
0.553477 	-2.088741 	30.921791 	0.003276 	
0.449127 	-1.347984 	31.770901 	0.009812 	
0.265585 	-0.914648 	32.580605 	0.011315 	
0.320105 	-1.275021 	26.531810 	0.010764 	
0.082608 	-0.546210 	29.133649 	0.011094 	
0.195994 	-0.643663 	31.371047 	0.010680 	
0.489461 	-2.087629 	22.161432 	0.003916 	
0.251299 	-0.651790 	31.207579 	0.011217 	
0.147955 	-0.513063 	28.175476 	0.009974 	
0.177155 	-0.883542 	33.999651 	0.012681 	
0.366441 	-1.094570 	28.279306 	0.011168 	
0.413859 	-1.180160 	25.268896 	0.011104 	
0.464131 	-1.497770 	19.445230 	0.008383 	
0.523131 	-1.687482 	33.901144 	0.006631 	
0.495724 	-1.825339 	25.917991 	0.005512 	
0.358348 	-1.069429 	29.221303 	0.011246 	
0.522071 	-2.172672 	26.613040 	0.003046 	
0.435402 	-1.251361 	22.225636 	0.010696 	
0.396850 	-1.059316 	24.548585 	0.012031 	
0.389232 	-1.285017 	32.785014 	0.010023 	
0.428937 	-1.382766 	33.501997 	0.009337 	
0.283672 	-0.954109 	30.431777 	0.011282 	
0.538742 	-1.660645 	32.670063 	0.007009 	
0.211010 	-0.649194 	31.719454 	0.010749 	
0.422042 	-1.103384 	34.635048 	0.012203 	
0.499800 	-1.738386 	33.661494 	0.006172 	
0.320946 	-1.095314 	27.329250 	0.010995 	
0.103370 	-0.636261 	25.274250 	0.011825 	
0.096766 	-0.550401 	26.976398 	0.010831 	
0.370180 	-1.175359 	24.335521 	0.010674 	
0.330475 	-1.108577 	33.708929 	0.010934 	
0.389611 	-1.313742 	29.024602 	0.009842 	
0.422372 	-1.996952 	30.112649 	0.005843 	
0.269446 	-1.015745 	23.413192 	0.011428 	
0.464513 	-1.477761 	33.534049 	0.008579 	
0.167010 	-0.950948 	28.753315 	0.013962 	
0.279309 	-0.844791 	33.759680 	0.011358 	
0.126907 	-0.933634 	27.796694 	0.016143 	
0.496738 	-1.365808 	31.276789 	0.010414 	
0.266335 	-0.711087 	32.767269 	0.011399 	
0.365742 	-1.482066 	20.168523 	0.009409 	
0.520208 	-1.651063 	35.068094 	0.007006 	
0.400565 	-1.245299 	34.477693 	0.010346 	
0.470735 	-2.505291 	33.041914 	0.002219 	
0.395053 	-1.338598 	24.917801 	0.009672 	
0.248787 	-1.073514 	31.882121 	0.012031 	
0.363436 	-1.068338 	24.903052 	0.011313 	
0.366813 	-0.944201 	29.300355 	0.012395 	
0.483295 	-2.041388 	32.839739 	0.004270 	
0.416757 	-1.388838 	24.247322 	0.009280 	
0.366058 	-1.480061 	22.538239 	0.009407 	
0.133576 	-0.617242 	22.234530 	0.010926 	
0.428738 	-1.726623 	26.780946 	0.007031 	
0.161385 	-0.758701 	24.694659 	0.011812 	
0.147181 	-0.790248 	30.376105 	0.012566 	
0.325751 	-0.850878 	31.720270 	0.012059 	
0.282334 	-0.949489 	31.332235 	0.011286 	
0.618838 	-1.976625 	27.588829 	0.004032 	
0.395464 	-2.075466 	34.581372 	0.006462 	
0.216438 	-0.929129 	25.568459 	0.011988 	
0.317792 	-1.116760 	29.838648 	0.010966 	
0.200146 	-0.842694 	29.710750 	0.011732 	
0.281355 	-1.013733 	33.546158 	0.011301 	
0.441833 	-1.250186 	24.037124 	0.010826 	
0.476147 	-1.862054 	28.625055 	0.004641 	
0.361732 	-1.635288 	31.040892 	0.008629 	
0.417589 	-1.393007 	15.074352 	0.008244 	
0.470445 	-2.062182 	16.674102 	0.003942 	
0.077568 	-0.506640 	29.489709 	0.009434 	
0.167418 	-0.820270 	29.735185 	0.011272 	
0.494627 	-1.671686 	27.295119 	0.005894 	
0.507120 	-2.032438 	21.274054 	0.003403 	
0.457613 	-1.484283 	26.401644 	0.007647 	
0.273143 	-1.184966 	28.762363 	0.010854 	
0.347721 	-1.062209 	22.738658 	0.010431 	
0.401580 	-1.243836 	30.785515 	0.009643 	
0.080185 	-0.685357 	30.643036 	0.013566 	
0.219845 	-0.728197 	30.202197 	0.009794 	
0.128854 	-0.669525 	30.814791 	0.010421 	
0.312345 	-0.780678 	28.220106 	0.012407 	
0.483011 	-2.081077 	26.596414 	0.003600 	
0.286828 	-1.242084 	27.347108 	0.010645 	
0.346930 	-1.907311 	28.958508 	0.011270 	
0.412232 	-1.542422 	27.674901 	0.007203 	
0.434942 	-1.022426 	28.232572 	0.017240 	
0.520782 	-1.994992 	31.073384 	0.003441 	
0.394706 	-1.485543 	22.134151 	0.007717 	
0.238565 	-0.803301 	22.140660 	0.009997 	
0.369149 	-1.131063 	27.485404 	0.010224 	
0.376334 	-1.394652 	16.311638 	0.008352 	
0.159727 	-0.792384 	30.151541 	0.011166 	
0.067116 	-0.714228 	30.031520 	0.016011 	
0.533948 	-1.529938 	26.436067 	0.008998 	
0.298026 	-0.715999 	28.928000 	0.012465 	
0.581351 	-1.367252 	28.378281 	0.022058 	
0.379979 	-0.993952 	31.026752 	0.012847 	
0.077236 	-0.881712 	27.882375 	0.023943 	
0.418649 	-1.450712 	32.378187 	0.007747 	
0.182463 	-0.687042 	27.806665 	0.009595 	
0.495094 	-0.994887 	30.172691 	0.033215 	
0.613232 	-2.901286 	25.463173 	0.000300 	
0.192578 	-1.015939 	20.367318 	0.013248 	
0.073729 	-0.694822 	31.436672 	0.014495 	
0.545844 	-2.473177 	29.638941 	0.001389 	
0.282587 	-1.106616 	29.821684 	0.010188 	
0.543032 	-2.301270 	30.911307 	0.001931 	
0.337201 	-0.855541 	29.434882 	0.012746 	
0.311271 	-1.045587 	24.087879 	0.010015 	
0.202751 	-0.566442 	26.155084 	0.009492 	
0.430096 	-1.174135 	24.350727 	0.011984 	
0.472160 	-1.913592 	31.561848 	0.004466 	
0.278277 	-0.862145 	29.184264 	0.010367 	
0.519124 	-1.676909 	28.634751 	0.006039 	
0.424063 	-1.580384 	28.370003 	0.006852 	
0.442124 	-0.986536 	24.325724 	0.020034 	
0.544316 	-1.503971 	31.016051 	0.010254 	
0.273684 	-1.089081 	32.463229 	0.010328 	
0.076407 	-0.671955 	29.434724 	0.013454 	
0.390411 	-1.082551 	30.165929 	0.011701 	
0.281219 	-0.881908 	28.331695 	0.010337 	
0.474309 	-1.531115 	27.534063 	0.007290 	
0.219401 	-0.625489 	25.049497 	0.009813 	
0.121643 	-0.955407 	28.643269 	0.019447 	
0.211803 	-0.861143 	28.230385 	0.010394 	
0.429406 	-1.803802 	27.206273 	0.005845 	
0.322167 	-1.200015 	31.842280 	0.009583 	
0.544898 	-2.675906 	18.330676 	0.000923 	
0.337149 	-0.862555 	30.417185 	0.012621 	
0.513376 	-2.563419 	30.431959 	0.001518 	
0.542694 	-1.462803 	25.294119 	0.011442 	
0.305801 	-0.962900 	22.544072 	0.010350 	
0.248584 	-0.869652 	30.281487 	0.010084 	
0.400698 	-1.308287 	30.674078 	0.008913 	
0.194537 	-0.819749 	31.480413 	0.010418 	
0.383620 	-1.127756 	24.729835 	0.010684 	
0.329423 	-1.044171 	22.400941 	0.010218 	
0.334595 	-0.760535 	28.875683 	0.014480 	
0.385835 	-1.541466 	27.961358 	0.007713 	
0.420513 	-1.423509 	32.538595 	0.007979 	
0.242426 	-1.061881 	30.025826 	0.011127 	
0.093968 	-0.744004 	26.399915 	0.014264 	
0.549671 	-2.057979 	31.683826 	0.002903 	
0.406031 	-1.812245 	26.241185 	0.006633 	
0.515414 	-1.533789 	29.354239 	0.008180 	
0.542686 	-1.244201 	22.073960 	0.023255 	
0.227951 	-0.875751 	28.471615 	0.010226 	
0.116080 	-0.691184 	28.128754 	0.011332 	
0.384023 	-1.252725 	25.771250 	0.009256 	
0.481920 	-1.805660 	19.632592 	0.004883 	
0.088144 	-0.619985 	23.933004 	0.011234 	
0.444841 	-1.829023 	20.306111 	0.005367 	
0.438982 	-1.407715 	29.617430 	0.008315 	
0.288337 	-1.387049 	27.608377 	0.011773 	
0.309323 	-1.055791 	32.380766 	0.009970 	
0.232976 	-1.003213 	31.642454 	0.010959 	
0.375155 	-1.609376 	21.429159 	0.007985 	
0.086327 	-0.673844 	30.256527 	0.012724 	
0.420492 	-1.499344 	32.267052 	0.007383 	
0.049756 	-0.552276 	20.648563 	0.011803 	
0.317684 	-1.219007 	29.688646 	0.009643 	
0.101955 	-0.583308 	20.686119 	0.009938 	
0.176215 	-0.671916 	29.971870 	0.009535 	
0.431603 	-1.764598 	27.392977 	0.005910 	
0.447445 	-1.434906 	24.157736 	0.008108 	
